id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_year
39969490,https://www.airbnb.com/rooms/39969490,20211205213202,2021-12-07,Get away,,,https://a0.muscache.com/pictures/f8b42950-206a-4f8d-9e57-dcab315d0ba1.jpg,279140291,https://www.airbnb.com/users/show/279140291,Jesus,2019-07-25,US,,,,,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1.0,1.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",f,t,,Downtown,City of Los Angeles,34.03536,-118.27172,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Heating"", ""Hangers"", ""TV"", ""Air conditioning"", ""Essentials"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Hot water""]",$80.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,179,2021-12-07,0,0,0,,,,,,,,,,,t,1,1,0,0,,2019
40004199,https://www.airbnb.com/rooms/40004199,20211205213202,2021-12-06,MODERN DOWNTOWN LA APARTMENT,"This BEAUTIFUL building is located just 3 blocks from staple center...close to amazing coffee shops and restaurants. Also walking distance to Whole Foods, Ralphs and Starbucks.  It has balcony view of the pool.  If you want a true LA experience this location is great!!!!<br /><br />The building also has amazing amenities (one of my favorite things about the building)<br />*Fully equipped fitness center<br />* Pool<br />*BBQ<br />*Sundeck<br />*Business Center <br /><br /><br />Garage parking included<br /><br /><b>The space</b><br />There is an in unit washer dryer available.  Kitchen appliances are available as well.",,https://a0.muscache.com/pictures/f6d36753-2a30-41af-88ca-f267a4389787.jpg,61308750,https://www.airbnb.com/users/show/61308750,Neha,2016-03-02,"Anaheim, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/e12421db-5b93-4f4f-bbc7-f11549f32f54.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e12421db-5b93-4f4f-bbc7-f11549f32f54.jpg?aki_policy=profile_x_medium,Downtown,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Downtown,City of Los Angeles,34.0429,-118.25715,Entire rental unit,Entire home/apt,3,,1 bath,1.0,1.0,"[""Washer"", ""Heating"", ""Free parking on premises"", ""Elevator"", ""Hangers"", ""TV"", ""Air conditioning"", ""Gym"", ""Pool"", ""Essentials"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Kitchen""]",$300.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,t,1,1,0,0,,2016
40139574,https://www.airbnb.com/rooms/40139574,20211205213202,2021-12-06,Beautiful studio in the heart of DTLA!,,,https://a0.muscache.com/pictures/c61cccae-dcd3-491b-9dc8-a527e8b67467.jpg,115336396,https://www.airbnb.com/users/show/115336396,Shamir,2017-02-07,"Virginia Beach, Virginia, United States",,,,,f,https://a0.muscache.com/im/pictures/user/1159fb3f-7788-4495-a468-6e241f4342cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1159fb3f-7788-4495-a468-6e241f4342cd.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'kba', 'government_id']",t,t,,Downtown,City of Los Angeles,34.04029,-118.26265,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Private entrance"", ""TV"", ""Iron"", ""Air conditioning"", ""Gym"", ""Essentials"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Pool"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Hot water"", ""Dedicated workspace""]",$180.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,1,0,0,2019-11-24,2019-11-24,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,f,1,1,0,0,0.04,2017
40142325,https://www.airbnb.com/rooms/40142325,20211205213202,2021-12-06,COZY STDIO- DOWNTOWN- FLLY FRNSHED-mnth2mnth-ok,Excellent modern studio in a newer building. Fully furnished with washer and dryer inside the unit.  one gated parking space is included<br /><br /><b>The space</b><br />Excellent modern studio in a newer building. Fully furnished with washer and dryer inside the unit.  one gated parking space is included,,https://a0.muscache.com/pictures/ae814299-a0c0-441e-aef8-a1ce2263d820.jpg,90154348,https://www.airbnb.com/users/show/90154348,Dream,2016-08-16,"Los Angeles, California, United States",Midwestern marketing professional now living in sunny Los Angeles!  I love traveling and hosting guests as hospitality and real estate are my 2 side passions.  ,within a few hours,96%,70%,t,https://a0.muscache.com/im/pictures/user/0103370a-29e0-4f67-bf7d-1bd8679a3051.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0103370a-29e0-4f67-bf7d-1bd8679a3051.jpg?aki_policy=profile_x_medium,Downtown,9.0,9.0,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,Downtown,City of Los Angeles,34.04321,-118.25892,Entire condominium (condo),Entire home/apt,3,,1 bath,,2.0,"[""Free parking on premises"", ""Shampoo"", ""TV"", ""Dryer"", ""Hot water"", ""Washer"", ""Elevator"", ""Hair dryer"", ""Iron"", ""Smoke alarm"", ""Heating"", ""Host greets you"", ""First aid kit"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Kitchen""]",$110.00,30,30,30.0,30.0,30.0,30.0,30.0,30.0,,t,30,60,90,90,2021-12-06,0,0,0,,,,,,,,,,,f,8,8,0,0,,2016
40259996,https://www.airbnb.com/rooms/40259996,20211205213202,2021-12-06,Bright Lights Loft,"Beautiful high ceilings, bright loft with large windows and great views in DTLA.  Separate bedroom with it's own queen bed.   Large couch, with enough room for another person to use to sleep on with an extra blanket and pillows.  Large restroom with shower/tub combination.  Close to great restaurants and bars, close to Metro train stations.  Easy access to all of the action that is happening in DTLA.<br /><br /><b>The space</b><br />Great space for a couple looking for an exciting stay in the city.  There is also plenty of room for lounging on the large couch or chairs, and just relaxing with all of the included amenities.  High Speed Wifi Access, 4K HDTV, Roku with YoutubeTV, HBONOW, Netflix, Disney Plus, and Showtime Anytime.<br /><br /><b>Guest access</b><br />Guests will also have rooftop access from 10 AM to 10 PM with amazing views of the DTLA skyline.","Great restaurants, great bars all within a few blocks, close to metro transportation",https://a0.muscache.com/pictures/1be5f1dd-912d-4582-baa7-433ab4a1e9b0.jpg,84761702,https://www.airbnb.com/users/show/84761702,James,2016-07-19,"Inglewood, California, United States",,,,,t,https://a0.muscache.com/im/pictures/user/2e33124d-a6b1-4a1e-8229-75f71a2b9f3e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2e33124d-a6b1-4a1e-8229-75f71a2b9f3e.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,0.0,0.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.04412,-118.2501,Entire loft,Entire home/apt,3,,1 bath,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Private entrance"", ""Elevator"", ""Hangers"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Hot water"", ""Security cameras on property""]",$130.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,17,17,26,26,2021-12-06,13,0,0,2019-12-26,2020-03-15,4.85,5.0,4.77,4.92,5.0,4.92,4.77,,f,1,1,0,0,0.55,2016
40413850,https://www.airbnb.com/rooms/40413850,20211205213202,2021-12-06,"Smart Downtown 1BR w/ Gym, Doorman, nr. Metro Center, by Blueground","Discover the best of Los Angeles, with this one-bedroom Downtown apartment with  views over the city. It’ll be easy to simply show up and start living in this fashionably Blueground furnished apartment with its fully-equipped kitchen, roomy living room, and our dedicated, on-the-ground support. (#LAX203)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Los Angeles vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-apartment laundry.<br /><br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom apartment include an on-site:<br />  <br />- Doorman<br />- 24/7 Secur","Located in DTLA, this furnished apartment invites you to explore the heart of one of LA’s fastest-growing neighborhoods. Today, the area represents the central business district of the city and hosts the Los Angeles Convention Center (LACC), a world-class convention and exhibition space. From museums, like The Broad, to restaurants and bars in the Historic Core or concerts and sporting events in South Park, this modern metropolis offers a well-balanced blend of business and pleasure. Among the top attractions of the area is the Walt Disney Concert Hall. Some people say that the experience of hearing a performance in its main hall is like being inside a violin. The Arts District and Chinatown are also two of the trendiest spots in Los Angeles with new restaurants and nightlife options.",https://a0.muscache.com/pictures/prohost-api/Hosting-40413850/original/baa5956e-48a0-482b-a146-c5d952cb5ccf.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, New York, United States","Why take a chance picking & choosing between so many individual hosts when you can enjoy the highest-quality guest experience from one consistent host -- Blueground. We are a global real estate tech company offering +3500 fully-equipped & furnished apartments for a month, a year or longer across 15 cities and 3 continents. Centrally-based in vibrant neighborhoods, each home is tech-powered & furnished by our expert Interior Design teams. Enjoy at-home amenities like high-speed WiFi, a fully-stocked kitchen, smart TV, premium bedding/towels, quality toiletries, and depending on the apartment choice -- artisan coffee, bluetooth speakers & select building amenities such as pools, gyms & outdoor spaces. From meal, wine & grocery delivery to laundry & dry-cleaning right to your door, our guests can choose from a number of service benefits. Each apartment is safe & professionally sanitized.

During your stay
Driven by a mission to help you show up & start living, Blueground is proud to host thousands of guests around the world in the following cities: New York, Los Angeles, San Francisco, Boston, Chicago, Washington D.C., Seattle, Denver, Austin, Dubai, Istanbul, Paris, London, Vienna and Athens. Upon arrival, you’ll either be greeted personally by a Blueground team member or given self check-in instructions. The entire apartment is yours to enjoy; and for additional support, our Client Experience team is available via phone, email & our Guest App through which you can schedule additional cleanings, request fresh towels/linens, submit maintenance requests, and view neighborhood recommendations. We’ll share all details upon confirmation of your stay.
",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,2273.0,2273.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.04531,-118.26171,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,"[""Shampoo"", ""TV"", ""Bed linens"", ""Oven"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Lockbox"", ""Private entrance"", ""Hair dryer"", ""Elevator"", ""Dishwasher"", ""Iron"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""BBQ grill"", ""Heating"", ""Coffee maker"", ""Air conditioning"", ""Backyard"", ""Pool"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Bathtub"", ""Carbon monoxide alarm"", ""Kitchen""]",$182.00,30,1125,730.0,730.0,1125.0,1125.0,730.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,t,375,375,0,0,,2016
40533683,https://www.airbnb.com/rooms/40533683,20211205213202,2021-12-06,DTLA STUDIO LOFT NEXT DOOR TO ACE HOTEL,"Greenhouse studio loft apartment in Downtown Los Angeles, next door to the Ace Hotel and Theater. Conveniently located near restaurants, bars, entertainments and shopping. Fully furnished  light and plant filled space, sun drenched full wall warehouse factory windows. Modern furnishings and with everything you need for a chill, relaxed stay. The loft features  in unit washer and dryer, rooftop and  new kitchen and bathroom for an inviting home away from home for good vibes for the new year.<br /><br /><b>The space</b><br />hope you have a green thumb","HOTEL RESTAURANTS AND BARS""<br />The Ace Hotel <br />The Theatre at Ace Hotel<br />The Hoxton<br />Freehand Hotel<br /><br />RESTAURANTS:<br />ZINQUE<br />TERRONI'S<br />STOCKING FRAME<br />DTLA RAMEN<br />PREUX & PROPER <br />UNAMI BURGER<br />SWEETGREEN<br /><br />COFFEE:<br />IL CAFFE<br />VERVE<br />COGNOSCENTI<br />STUMPTOWN<br />STARBUCKS<br />PARIS BAGUETTE<br /><br /><br />SHOPPING:<br />Acne<br />APC<br />THEORY<br />Urban Outfitters<br />RSVP GALLERY<br />NICE KICKS<br />FIG AT 7TH<br /><br />PHARMACY AND GROCERY<br />CVS<br />Whole Foods<br />RALPHS",https://a0.muscache.com/pictures/8b2920dd-0c07-4b0a-9c1d-54469ad0e5f0.jpg,27442469,https://www.airbnb.com/users/show/27442469,Deri,2015-02-08,"Los Angeles, California, United States",designer ,,,,f,https://a0.muscache.com/im/pictures/user/06920684-e757-400c-83b9-ad042cb48be5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/06920684-e757-400c-83b9-ad042cb48be5.jpg?aki_policy=profile_x_medium,Downtown,1.0,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.0406,-118.25793,Entire loft,Entire home/apt,2,,1 bath,,1.0,"[""Washer"", ""Heating"", ""Shampoo"", ""Hair dryer"", ""Private entrance"", ""Elevator"", ""TV"", ""Iron"", ""Air conditioning"", ""Essentials"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Kitchen""]",$180.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,f,1,1,0,0,,2015
40736035,https://www.airbnb.com/rooms/40736035,20211205213202,2021-12-06,Upscale DTLA loft near restaurants & museums,"Gorgeous 1000 square foot, one bedroom two-bathroom loft-style condo located in central Downtown Los Angeles. Newly renovated building with large windows, lots of natural light, high ceilings, an open kitchen with Bosch appliances, washer/dryer in unit, 24-hour doorman, tenant lounge and jacuzzi. Situated near Pershing Square subway, walking distance to Disney Hall, Music Center, Staples Center/La Live, Wholefoods and countless bars and world-class restaurants. No parties, no filming.","Located in the heart of DTLA near MOCA, the Broad, Disney Hall, the Music Center, Dodger Stadium, Staples Center, LA Live. Many of LA's best restaurants within walking distance.",https://a0.muscache.com/pictures/77cdedbb-8d2e-497d-9704-3bfc686aebfa.jpg,39587430,https://www.airbnb.com/users/show/39587430,Mark,2015-07-26,"Los Angeles, California, United States",,,,,f,https://a0.muscache.com/im/users/39587430/profile_pic/1438165922/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/39587430/profile_pic/1438165922/original.jpg?aki_policy=profile_x_medium,Downtown,0.0,0.0,"['email', 'phone', 'reviews', 'jumio', 'kba', 'government_id']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.0482,-118.25042,Entire condominium (condo),Entire home/apt,2,,2 baths,1.0,1.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Shampoo"", ""Hair dryer"", ""Hangers"", ""TV"", ""Iron"", ""Air conditioning"", ""Hot tub"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Wifi"", ""Fire extinguisher"", ""Dryer"", ""Dedicated workspace""]",$92.00,30,37,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-06,0,0,0,,,,,,,,,,,t,1,1,0,0,,2015
40994288,https://www.airbnb.com/rooms/40994288,20211205213202,2021-12-06,"Apartment in downtown Los Ángeles, free parking","Perfect for family vacations, free parking",Cerca a los sitios turísticos,https://a0.muscache.com/pictures/c189ada1-52ce-4f29-a16d-ffc2f7d7e88b.jpg,319764650,https://www.airbnb.com/users/show/319764650,Yaneth Fayzuli,2019-12-22,"Los Angeles, California, United States",,,,100%,f,https://a0.muscache.com/im/pictures/user/563b8b4d-e445-4425-b4dc-6b03ed62819f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/563b8b4d-e445-4425-b4dc-6b03ed62819f.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.06109,-118.24629,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,"[""Free parking on premises"", ""TV"", ""Dryer"", ""Hot water"", ""Washer"", ""Private entrance"", ""Hair dryer"", ""Elevator"", ""Gym"", ""Iron"", ""Smoke alarm"", ""Heating"", ""Air conditioning"", ""Pool"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""Hot tub"", ""Kitchen""]",$175.00,30,360,30.0,30.0,360.0,360.0,30.0,360.0,,t,30,60,90,180,2021-12-06,4,0,0,2020-01-13,2020-02-26,4.0,4.0,4.75,4.0,4.25,5.0,3.5,,t,2,2,0,0,0.17,2019
41048433,https://www.airbnb.com/rooms/41048433,20211205213202,2021-12-06,Downtown luxury Loft,"About this space<br />Stunning one bedroom, one bathroom apartment in Downtown LA with room for 3 guests. Located in downtown LA's Historic Core, it is walking distance to the Pershing Square metro station and tons of restaurants, coffee shops, and bars. The building has a rooftop with amazing views of the downtown skyline. Complimentary wifi, coffee, and a large flat-screen TV with streaming channels make this apartment an urban oasis.<br /><br />PLEASE INQUIRE for different dates and time frames.<br /><br /><b>License number</b><br />Exempt - This listing is a bed and breakfast",,https://a0.muscache.com/pictures/8a1dcc79-ac42-47a6-8d54-fba3eb36e485.jpg,225268122,https://www.airbnb.com/users/show/225268122,Greg,2018-11-11,"Los Angeles, California, United States",,within a few hours,67%,100%,f,https://a0.muscache.com/im/pictures/user/cd0c9830-dd4f-4dd1-9369-d181b11e14f1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd0c9830-dd4f-4dd1-9369-d181b11e14f1.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['phone', 'offline_government_id', 'government_id']",t,f,,Downtown,City of Los Angeles,34.04474,-118.25566,Entire loft,Entire home/apt,3,,1 bath,1.0,1.0,"[""Free parking on premises"", ""Shampoo"", ""Shower gel"", ""TV with standard cable"", ""Dryer"", ""Hot water"", ""Washer"", ""Elevator"", ""Hair dryer"", ""Gym"", ""Smoke alarm"", ""Heating"", ""Cable TV"", ""Air conditioning"", ""Pool"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""Hot tub"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Kitchen""]",$140.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,29,59,89,364,2021-12-06,23,2,0,2020-07-05,2021-08-01,4.48,4.52,4.43,4.48,4.78,4.7,4.3,Exempt - This listing is a bed and breakfast,t,1,1,0,0,1.33,2018
41079808,https://www.airbnb.com/rooms/41079808,20211205213202,2021-12-06,"luxury apartment in downtown LA,free parking",,,https://a0.muscache.com/pictures/c189ada1-52ce-4f29-a16d-ffc2f7d7e88b.jpg,319764650,https://www.airbnb.com/users/show/319764650,Yaneth Fayzuli,2019-12-22,"Los Angeles, California, United States",,,,100%,f,https://a0.muscache.com/im/pictures/user/563b8b4d-e445-4425-b4dc-6b03ed62819f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/563b8b4d-e445-4425-b4dc-6b03ed62819f.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Downtown,City of Los Angeles,34.06095,-118.24587,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,"[""Washer"", ""Heating"", ""Kitchen"", ""Free parking on premises"", ""Private entrance"", ""Elevator"", ""Hangers"", ""TV"", ""Iron"", ""Air conditioning"", ""Gym"", ""Essentials"", ""Smoke alarm"", ""Hot tub"", ""Pool"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Hot water"", ""Dedicated workspace""]",$175.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,365,2021-12-06,2,0,0,2020-01-05,2020-02-22,4.5,4.5,5.0,2.5,3.5,5.0,5.0,,t,2,2,0,0,0.09,2019
41176895,https://www.airbnb.com/rooms/41176895,20211205213202,2021-12-06,Orange Theory,Welcome to DTLA. You'll be staying on the 4th floor in a 700 sf open lof with 13ft ceiling & epoxy cement floors. There are huge 9x12 foot windows facing west.<br /><br /><b>The space</b><br />700 sf open loft<br />13ft ceilings<br />Epoxy cement floors<br />King bed<br />4 King sized pillows<br />HD Projector<br />Full kitchen<br />Toaster oven<br />Blender<br />Rooftop access  (7th floor) w/  beautiful skyline views<br />Huge chess board and seating<br />Dog Friendly <br />WiFi <br />Central air / heat<br /><br /><b>Other things to note</b><br />100 dollar dog fee for cleaning (exempt if it’s a service or emotional support animal,"Located in the heart of Downtown  Los Angeles off 6th and Spring st. Walking distance to Staple Center, LA Live, the Disney Theater, the Broad, Moma, the Standard Hotel (rooftop pool & bar), Ace Hotel (rooftop pool & bar), and Perch (a must see!), Persian Square (park) and Grand Central Market!!",https://a0.muscache.com/pictures/0c3d88ce-5296-4a1e-8e3a-8a9b22a5f26e.jpg,226607203,https://www.airbnb.com/users/show/226607203,Nils Erik,2018-11-20,"Los Angeles, California, United States",Viking Parents. Born and raised in Connecticut. University of Miami ‘04. Santa Barbara MFA ‘10. Owner of @smile_xxvii LOVE FOR THR ARTS. ,within an hour,90%,83%,f,https://a0.muscache.com/im/pictures/user/e9c573f7-219d-493b-aecf-2671d2e111e1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e9c573f7-219d-493b-aecf-2671d2e111e1.jpg?aki_policy=profile_x_medium,Downtown,1.0,1.0,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.04413,-118.25191,Entire loft,Entire home/apt,2,,1 bath,,1.0,"[""Shampoo"", ""Shower gel"", ""TV"", ""Bed linens"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Baking sheet"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Lockbox"", ""Private entrance"", ""Hair dryer"", ""Cooking basics"", ""Breakfast"", ""Dishwasher"", ""Iron"", ""Smoke alarm"", ""Security cameras on property"", ""Kitchen"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Paid parking off premises"", ""Air conditioning"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Dedicated workspace""]",$150.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,29,59,89,364,2021-12-06,11,4,0,2020-01-17,2021-10-15,4.55,4.91,4.82,4.82,5.0,4.55,4.27,,f,2,2,0,0,0.48,2018
41239050,https://www.airbnb.com/rooms/41239050,20211205213202,2021-12-06,▲▲Professionally Cleaned/In-Unit Washer&Dryer▲▲,"Beautiful studio in a new bldg with all the amenities you can imagine. Amazing location within walking distance to all the DTLA hot spots. *ALL AMENITIES SUBJECT TO AVAILABILITY*<br /><br /><b>The space</b><br />This unit is a loft-style one bedroom, so the apartment has an open floor plan.<br /><br />1 Queen Bed & 1 Futon<br /><br />Free Parking in secure gated garage<br /><br />Conveniently located in Downtown Los Angeles. It's just minutes from all mass transportation.<br /><br />Wireless internet access included with rental.<br />The flatscreen Smart TV does not have access to Cable TV but it will have a Roku installed that will have a Netflix account logged in.  Simply turn on the Roku via the Roku remote and click the Netflix button to access!<br />In unit washer & dryer, gas stove, microwave, & refrigerator.<br />Concrete flooring & high ceiling<br /><br />I am an excellent host, who delivers on everything that I show and promise. I also only want excellent guests, who understan",,https://a0.muscache.com/pictures/0e90915a-6cdc-4745-8993-6dc07b9721fc.jpg,17180967,https://www.airbnb.com/users/show/17180967,Splendid,2014-06-24,"Glendale, California, United States","Welcome to Los Angeles! 

Our mission is to make your visit to Los Angeles a memorable one by providing exceptional accommodations at reasonable prices. 

Live like a Local and enjoy all that Los Angeles has to offer!",within a few hours,100%,,t,https://a0.muscache.com/im/pictures/user/5d71ff4d-811b-4e79-b60d-7deaf765e08b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d71ff4d-811b-4e79-b60d-7deaf765e08b.jpg?aki_policy=profile_x_medium,Westlake,18.0,18.0,"['email', 'phone', 'reviews']",t,t,,Downtown,City of Los Angeles,34.04905,-118.24509,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,"[""Washer"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""Hair dryer"", ""Hangers"", ""TV"", ""Iron"", ""Air conditioning"", ""Gym"", ""Essentials"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Pool"", ""Long term stays allowed"", ""Wifi"", ""Dryer"", ""Hot water"", ""Kitchen""]",$146.00,30,59,30.0,30.0,59.0,59.0,30.0,59.0,,t,30,60,90,365,2021-12-06,8,1,0,2020-05-07,2020-12-23,5.0,4.88,5.0,4.75,4.88,4.88,4.88,HSR19-003921,f,2,2,0,0,0.41,2014
